"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-04",,,"2","7","2",",7","11",",7","7",",7","2",",7","1",",7","0",",7","6",",7","0",",7","7",",7","0",",7","26",",7,06,","4",",,7,03,","4.4",",,7,03,","2.23",",,7,03,","85",",7,15,","5535","7","456",",7","4.93",",,,7","4.4",",,,7","49.9",",7","60.5",",,,7","39.3",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-05",,,"21","7","18","1,7","16",",7","10",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","24","1,7","0","1,7","40","1,7,06,","0",",,7,31,+","0.0",",,7,31,+","2.00",",,7,25,","86","1,7,19,","5665","7","129","1,7","5.86",",,,7","0.0",",,,7","61.3","1,7","74.0","1,,,7","48.6","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-06",,,"193","7","172",",7","15",",7","12",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","3",",7","43",",7,11,","0",",,7,30,+","0.0",",,7,30,+","4.81",",,7,20,","91",",7,26,+","5689","7","25",",7","12.29",",,,7","0.0",",,,7","69.9",",7","80.7",",,,7","59.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-07",,,"356","7","163","4,7","12",",7","8",",7","0",",7","0",",7","0","4,7","0","4,7","0","1,7","30","1,7","0","1,7","47","4,7,01,","0",",,7,31,+","0.0",",,7,31,+","2.57",",,7,14,","88","1,7,31,+","6","7","6","1,7","7.25",",,,7","0.0",",,,7","70.8","4,7","81.4","1,,,7","60.2","4,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-08",,,"562","7","206",",7","6",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","46",",7,22,","0",",,7,31,+","0.0",",,7,31,+","1.33",",,7,06,","94",",7,27,","26","7","19",",7","2.70",",,,7","0.0",",,,7","71.0",",7","82.1",",,,7","60.0",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-09",,,"635","7","73",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","1",",7","38",",7,30,","0",",,7,30,+","0.0",",,7,30,+","2.46",",,7,22,","90",",7,22,","94","7","68",",7","3.28",",,,7","0.0",",,,7","65.2",",7","79.9",",,,7","50.4",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-10",,,"652","7","17",",7","5",",7","2",",7","0",",7","0",",7","0",",7","6",",7","0",",7","16",",7","0",",7","26",",7,17,","0",",,7,31,+","0.0",",,7,31,+","1.96",",,7,31,","84",",7,30,","399","7","306",",7","2.25",",,,7","0.0",",,,7","55.7",",7","69.8",",,,7","41.6",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-11",,,"652","7","0",",7","10",",7","8",",7","1",",7","1",",7","0",",7","12",",7","3",",7","0",",7","0",",7","12",",7,30,","1",",,7,21,","1.2",",,7,21,","1.32",",,7,19,","66",",7,05,","1072","7","672",",7","3.62",",,,7","1.2",",,,7","42.6",",7","50.5",",,,7","34.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-12",,,"652","7","0","1,7","9",",7","3",",7","8",",7","1",",7","2","1,7","27","1,7","12",",7","0",",7","0",",7","-2","1,7,12,","4",",,7,20,","3.5",",,7,20,","0.63",",,7,28,","55",",7,10,+","2199","7","1127",",7","1.43",",,,7","4.7",",,,7","27.4","1,7","35.4",",,,7","19.5","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2025-01",,,"0",,"0",",7","5",",7","0",",7","2",",7","0",",7","7",",7","31",",7","21",",7","0",",7","0",",7","-14",",7,22,+","1",",,7,24,+","0.6",",,7,23,","0.04",",,7,10,","59",",7,31,","3609",,"1410",",7","0.13",",,,7","1.1",",,,7","19.5",",7","29.6",",,,7","9.5",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2025-02",,,"0",,"0",",7","7",",7","3",",7","12",",7","2",",7","7",",7","26",",7","18",",7","0",",7","0",",7","-13",",7,18,","7",",,7,16,","4.0",",,7,15,","0.31",",,7,15,","55",",7,25,","4814",,"1205",",7","0.93",",,,7","8.9",",,,7","22.0",",7","31.4",",,,7","12.5",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2025-03",,,"0",,"0",",7","12",",7","9",",7","1",",7","0",",7","0",",7","19",",7","1",",7","4",",7","0",",7","9",",7,02,","1",",,7,06,","0.8",",,7,06,","0.85",",,7,05,","80",",7,29,","5544",,"730",",7","3.78",",,,7","0.8",",,,7","41.4",",7","53.1",",,,7","29.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2025-04",,,"4",,"4",",7","10",",7","4",",7","0",",7","0",",7","0",",7","10",",7","0",",7","5",",7","0",",7","21",",7,08,","0",",T,7,08,+","0.0",",T,7,08,+","0.80",",,7,02,","84",",7,29,","6062",,"517",",7","2.15",",,,7","0.0",",T,,7","47.9",",7","59.1",",,,7","36.6",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-01",,,"0","7","0",",7","8","2,7","2","2,7","31",",7","2","1,7","17",",7","31",",7","25",",7","0",",7","0",",7","-21",",7,07,","6",",,7,27,+","3.5","1,,7,26,","0.14","2,,7,26,","40",",7,14,",,,"1722",",7","0.56",",a,,7","8.7","1,,,7","9.4",",7","19.0",",,,7","-0.1",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-02",,,"0","7","0",",7","9",",7","4",",7","26","2,7","2","1,7","14",",7","28",",7","24",",7","0",",7","0",",7","-9",",7,12,+","7","2,,7,18,","3.1","1,,7,18,","0.37",",,7,18,","44",",7,19,",,,"1489",",7","1.21",",,,7","7.4","1,,,7","11.8",",7","20.9",",,,7","2.7",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-03",,,"0","7","0",",7","10",",7","4",",7","10",",7","2",",7","4",",7","30",",7","13",",7","0",",7","0",",7","-7",",7,04,+","8",",,7,06,+","3.3",",,7,05,","0.55",",,7,28,","56",",7,31,",,,"1260",",7","1.24",",,,7","5.7",",,,7","24.3",",7","33.5",",,,7","15.2",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-04",,,"0","7","0",",7","13",",7","9",",7","0",",7","0",",7","0",",7","11",",7","0",",7","1",",7","0",",7","18",",7,15,","0",",T,7,15,+","0.3",",,7,14,","2.48",",,7,14,","76",",7,21,",,,"620",",7","6.20",",,,7","0.3",",,,7","44.3",",7","54.7",",,,7","33.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-05",,,"37","7","37",",7","11",",7","4",",7",,,,,"0",",7","0",",7","0",",7","18",",7","0",",7","37",",7,16,+",,,,,"1.16",",,7,13,","84",",7,22,+",,,"245",",7","2.64",",,,7",,,"58.3",",7","68.6",",,,7","48.1",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-06",,,"193","7","156","1,7","15",",7","7",",7",,,,,"0","1,7","0","1,7","0","1,7","27","1,7","0","1,7","51","1,7,14,",,,,,"2.11",",,7,02,","87","1,7,01,",,,"12","1,7","8.52",",,,7",,,"70.0","1,7","79.4","1,,,7","60.5","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-07",,,"290","7","97",",7","9",",7","4",",7",,,,,"0",",7","0",",7","0",",7","30",",7","2",",7","52",",7,16,+",,,,,"1.76",",,7,01,","90",",7,24,+","17","7","17",",7","3.04",",,,7",,,"67.6",",7","77.4",",,,7","57.8",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-08",,,"469","7","179",",7","12",",7","6",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","53",",7,15,",,,,,"1.41",",,7,26,","89",",7,23,","19","7","2",",7","3.90",",,,7",,,"70.7",",7","80.5",",,,7","60.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-09",,,,,,,"11","1,7","6","1,7",,,,,,,,,,,,,,,,,,,,,"1.45","1,,7,04,",,,,,,,"2.95","1,,,7",,,,,,,,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-10",,,,,"0","1,7","10",",7","4",",7","0",",7","0",",7","0","1,7","3","1,7","0","1,7","3","1,7","0","1,7","29","1,7,31,","0",",T,7,31,","0.0",",T,7,31,","1.36",",,7,14,","74","1,7,28,",,,"459","1,7","2.65",",,,7","0.0",",T,,7","49.7","1,7","59.4","1,,,7","40.0","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-11",,,,,"0","1,7","10","1,7","4","1,7","10","1,7","2","1,7","0","1,7","23","1,7","11","1,7","0","1,7","0","1,7","4","1,7,21,","4","1,,7,29,","2.6","1,,7,25,","1.76","1,,7,24,","58","1,7,04,",,,"1055","1,7","2.34","1,,,7","4.4","1,,,7","28.6","1,7","37.1","1,,,7","20.1","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2014-12",,,,,"0",",7","9",",7","3",",7","0",",7","0",",7","1",",7","27",",7","13",",7","0",",7","0",",7","-4",",7,31,","0",",T,7,20,+","0.2",",,7,11,","0.51",",,7,23,","46",",7,16,+",,,"1163",",7","1.10",",,,7","0.4",",,,7","27.5",",7","33.2",",,,7","21.7",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-01",,,"0","7","0",",7","8",",7","3",",7","22","2,7","3","1,7","8",",7","30",",7","23",",7","0",",7","0",",7","-11",",7,08,","4","2,,7,07,+","1.4","1,,7,09,","0.60",",,7,21,","41",",7,19,",,,"1465",",7","1.08",",,,7","5.3","1,,,7","17.7",",7","24.7",",,,7","10.8",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-02",,,"0","7","0","1,7","7",",7","4",",7","28",",7","4",",7","16","1,7","27","1,7","24","1,7","0","1,7","0","1,7","-12","1,7,20,+","8",",,7,04,","3.2",",,7,01,","0.46",",,7,01,","39","1,7,08,",,,"1481","1,7","1.15",",,,7","9.2",",,,7","10.1","1,7","19.6","1,,,7","0.7","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-03",,,"0","7","0",",7","6",",7","2",",7","11",",7","1",",7","5",",7","24",",7","7",",7","1",",7","0",",7","-7",",7,02,+","6",",,7,23,","5.0",",,7,23,","0.33",",,7,25,+","74",",7,17,",,,"1051",",7","0.85",",,,7","6.7",",,,7","31.1",",7","42.3",",,,7","19.8",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-04",,,"0","7","0",",7","11",",7","7",",7","0",",7","0",",7","0",",7","8",",7","0",",7","4",",7","0",",7","28",",7,04,","0",",,7,30,+","0.0",",T,7,23,","0.99",",,7,09,","77",",7,18,",,,"511",",7","3.52",",,,7","0.0",",T,,7","48.0",",7","59.1",",,,7","36.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-05",,,"31","7","31",",7","16",",7","12",",7",,,,,"0",",7","0",",7","0",",7","19",",7","0",",7","33",",7,14,",,,,,"1.02",",,7,25,","82",",7,29,",,,"220",",7","4.37",",,,7",,,"58.9",",7","69.8",",,,7","48.0",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-06",,,"98","7","67",",7","15",",7","10",",7",,,,,"0",",7","0",",7","0",",7","25",",7","0",",7","40",",7,01,",,,,,"1.96",",,7,12,","88",",7,10,",,,"64",",7","4.41",",,,7",,,"65.1",",7","75.1",",,,7","55.1",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-07",,,"243","7","144","1,7","7",",7","6",",7",,,,,"0","1,7","0","1,7","0","1,7","28","1,7","0","1,7","48","1,7,02,",,,,,"1.35",",,7,29,","88","1,7,18,","18","7","18","1,7","4.14",",,,7",,,"69.2","1,7","79.1","1,,,7","59.3","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-08",,,"370","7","128",",7","10",",7","5",",7",,,,,"0",",7","0",",7","0",",7","26",",7","3",",7","45",",7,24,",,,,,"1.96",",,7,29,","91",",7,17,+","60","7","42",",7","5.32",",,,7",,,"67.8",",7","77.3",",,,7","58.3",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-09",,,"468","7","98","1,7","9",",7","7",",7",,,,,"0","1,7","0","1,7","0","1,7","25","1,7","0","1,7","36","1,7,30,+",,,,,"2.20",",,7,18,","89","1,7,07,","128","7","67","1,7","6.61",",,,7",,,"66.0","1,7","77.2","1,,,7","54.9","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-10",,,"468","7","0",",7","8",",7","3",",7","0",",7","0",",7","0",",7","6",",7","0",",7","7",",7","0",",7","17",",7,18,","0",",,7,31,+","0.0",",,7,31,+","1.42",",,7,28,","74",",7,13,+","600","7","472",",7","2.72",",,,7","0.0",",,,7","49.8",",7","61.6",",,,7","37.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-11",,,,,,,"11",",7","10",",7","4",",7","1",",7",,,,,"2",",7","3",",7","0",",7",,,"5",",,7,21,","5.0",",,7,21,","1.46",",,7,18,","72",",7,04,+",,,,,"5.38",",,,7","5.0",",,,7",,,"51.7",",,,7",,,,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2015-12",,,,,"0",",7","11",",7","6",",7","3",",7","1",",7","0",",7","23",",7","5",",7","0",",7","0",",7","11",",7,20,+","5",",,7,31,+","5.2",",,7,29,","1.66",",,7,14,","59",",7,14,",,,"929",",7","4.04",",,,7","5.7",",,,7","35.0",",7","41.4",",,,7","28.7",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-01",,,"0","7","0",",7","6",",7","3",",7","31",",7","1",",7","8",",7","31",",7","21",",7","0",",7","0",",7","-10",",7,19,+","5",",,7,27,+","3.2",",,7,26,","0.35",",,7,26,+","41",",7,31,",,,"1440",",7","0.86",",,,7","4.0",",,,7","18.5",",7","25.4",",,,7","11.7",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-02",,,"0","7","0",",7","7",",7","1",",7","11",",7","2",",7","2",",7","28",",7","13",",7","0",",7","0",",7","-4",",7,14,+","2",",,7,18,+","1.1",",,7,15,+","0.38",",,7,03,","57",",7,29,",,,"1153",",7","0.54",",,,7","2.8",",,,7","25.2",",7","32.6",",,,7","17.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-03",,,"0","7","0","3,7","12","3,7","6","3,7","5",",7","1",",7","0","3,7","15","3,7","3","3,7","0","3,7","0","3,7","8","3,7,02,","2",",,7,03,+","1.2",",,7,02,","1.55","3,,7,16,","68","3,7,09,",,,"735","3,7","4.21","1,a,,7","2.7",",,,7","38.7","3,7","47.6","3,,,7","29.9","3,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-04",,,"0","7","0","1,7","11",",7","6",",7","0",",7","0",",7","0","1,7","12","1,7","0","1,7","8","1,7","0","1,7","20","1,7,10,+","0",",T,7,07,+","0.3",",,7,02,","0.55",",,7,06,","80","1,7,18,",,,"558","1,7","1.94",",,,7","0.6",",,,7","45.8","1,7","56.1","1,,,7","35.5","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-05",,,"54","7","54",",7","13",",7","8",",7",,,,,"0",",7","2",",7","0",",7","14",",7","0",",7","31",",7,15,",,,,,"0.81",",,7,10,","84",",7,26,+",,,"272",",7","3.51",",,,7",,,"58.0",",7","68.7",",,,7","47.3",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-06",,,"194","7","140",",7","8",",7","5",",7",,,,,"0",",7","0",",7","0",",7","28",",7","0",",7","48",",7,08,",,,,,"1.92",",,7,26,","89",",7,27,+",,,"26",",7","4.76",",,,7",,,"68.8",",7","79.1",",,,7","58.5",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-07",,,"411","7","217",",7","11",",7","7",",7",,,,,"0",",7","0",",7","0",",7","31",",7","1",",7","53",",7,03,",,,,,"3.47",",,7,22,","93",",7,22,","6","7","6",",7","8.39",",,,7",,,"71.8",",7","81.3",",,,7","62.3",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-08",,,"615","7","204","1,7","11","1,7","9","1,7",,,,,"0","1,7","0","1,7","0","1,7","30","1,7","0","1,7","52","1,7,15,",,,,,"1.13","1,,7,05,","87","1,7,12,+","9","7","2","1,7","5.78","1,,,7",,,"71.7","1,7","80.8","1,,,7","62.6","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-09",,,"681","7","66","3,7","15","1,7","10","1,7",,,,,"0","3,7","0","3,7","0","3,7","22","3,7","0","3,7","46","3,7,28,",,,,,"1.60","1,,7,07,","88","3,7,07,","50","7","41","3,7","5.52","1,,,7",,,"65.9","3,7","75.0","3,,,7","56.9","3,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-10",,,"690","7","8",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","34",",7,13,","0",",,7,31,+","0.0",",,7,31,+","1.87",",,7,26,","78",",7,18,","370","7","320",",7","4.18",",,,7","0.0",",,,7","54.9",",7","64.4",",,,7","45.5",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-11",,,"690","7","0","1,7","8",",7","5",",7","0",",7","0",",7","0","1,7","12","1,7","1","1,7","2","1,7","0","1,7","19","1,7,22,","0",",,7,30,+","0.0",",,7,30,+","0.71",",,7,28,","72","1,7,02,","984","7","614","1,7","1.78",",,,7","0.0",",,,7","43.8","1,7","52.8","1,,,7","34.9","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2016-12",,,"690","7","0",",7","11",",7","6",",7","26",",7","4",",7","5",",7","29",",7","19",",7","0",",7","0",",7","-11",",7,19,","8",",,7,18,","4.0",",,7,18,","0.51",",,7,18,","42",",7,27,","2340","7","1356",",7","2.29",",,,7","16.7",",,,7","21.3",",7","26.5",",,,7","16.1",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-01",,,"0","7","0","1,7","16",",7","6",",7","9",",7","3",",7","4","1,7","26","1,7","13","1,7","0","1,7","0","1,7","-6","1,7,07,+","7",",,7,31,+","6.5",",,7,26,","0.64",",,7,26,","44","1,7,23,+","3608","7","1268","1,7","2.76",",,,7","13.2",",,,7","22.7","1,7","29.0","1,,,7","16.5","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-02",,,"0","7","0",",7","9",",7","6",",7","13",",7","0",",7","0",",7","25",",7","7",",7","0",",7","0",",7","6",",7,10,+","7",",,7,01,","0.5",",,7,01,","0.72",",,7,24,","69",",7,23,","4553","7","945",",7","1.61",",,,7","0.9",",,,7","31.2",",7","40.8",",,,7","21.6",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-03",,,"0","7","0","3,7","14",",7","10",",7","7",",7","3",",7","0","3,7","20","3,7","6","3,7","0","3,7","0","3,7","7","3,7,15,+","3",",,7,14,+","2.5",",,7,13,","0.62",",,7,30,+","62","3,7,07,","5447","7","893","3,7","3.15",",,,7","6.0",",,,7","33.1","3,7","43.7","3,,,7","22.4","3,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-04",,,"1","7","1",",7","16",",7","12",",7","0",",7","0",",7","0",",7","5",",7","0",",7","8",",7","0",",7","30",",7,28,+","0",",,7,30,+","0.0",",,7,30,+","0.90",",,7,27,","76",",7,16,","5914","7","468",",7","4.22",",,,7","0.0",",,,7","49.4",",7","61.7",",,,7","37.2",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-05",,,"13","7","13","1,7","21","1,7","11","1,7",,,,,"0",",7","0",",7","0","1,7","8","1,7","0","1,7","33",",7,04,+",,,,,"0.71","1,,7,01,","84","1,7,18,","6222","7","307","1,7","3.80","1,,,7",,,"55.1","1,7","65.3","1,,,7","44.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-06",,,"159","7","145",",7","12",",7","8",",7",,,,,"0",",7","0",",7","0",",7","29",",7","1",",7","46",",7,01,",,,,,"2.30",",,7,17,","91",",7,12,","6247","7","26",",7","6.01",",,,7",,,"69.0",",7","79.2",",,,7","58.7",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-07",,,"340","7","182",",7","11",",7","9",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","54",",7,25,",,,,,"3.87",",,7,10,","86",",7,21,+","1","7","1",",7","10.89",",,,7",,,"70.8",",7","80.8",",,,7","60.9",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-08",,,"416","7","75","2,7","8","1,7","4","1,7",,,,,"0","2,7","0","2,7","0","2,7","27","2,7","0","2,7","47","2,7,26,",,,,,"1.77","1,,7,17,","83","2,7,18,+","23","7","22","2,7","2.47","1,,,7",,,"66.8","2,7","76.1","2,,,7","57.6","2,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-09",,,"532","7","116",",7","5",",7","1",",7",,,,,"0",",7","0",",7","0",",7","21",",7","3",",7","44",",7,30,",,,,,"0.25",",,7,21,","92",",7,24,","128","7","105",",7","0.36",",,,7",,,"65.4",",7","76.4",",,,7","54.3",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-10",,,"542","7","10",",7","14",",7","9",",7","0",",7","0",",7","0",",7","3",",7","0",",7","7",",7","0",",7","27",",7,30,+","0",",,7,31,+","0.0",",T,7,31,","0.76",",,7,11,","80",",7,04,+","495","7","367",",7","3.61",",,,7","0.0",",T,,7","53.5",",7","62.5",",,,7","44.5",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-11",,,"542","7","0","3,7","6",",7","2",",7","0",",7","0",",7","0","2,7","23","2,7","2","3,7","0","3,7","0","3,7","10","2,7,10,","0",",,7,30,+","0.0",",,7,30,+","0.18",",,7,04,","64","3,7,25,","1311","7","816","3,7","0.48",",,,7","0.0",",,,7","34.8","3,7","43.9","3,,,7","25.7","2,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2017-12",,,"542","7","0",",7","8",",7","3",",7","4",",7","0",",7","6",",7","31",",7","18",",7","0",",7","0",",7","-9",",7,27,","1",",,7,31,+","0.7",",,7,25,","0.27",",,7,05,","60",",7,05,","2636","7","1325",",7","0.75",",,,7","1.9",",,,7","22.3",",7","29.4",",,,7","15.2",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-01",,,"0","7","0",",7","8",",7","4",",7","16",",7","2",",7","11",",7","30",",7","19",",7","0",",7","0",",7","-14",",7,02,+","5",",,7,17,+","3.7",",,7,15,","0.73",",,7,22,","49",",7,21,+","4076","7","1440",",7","1.52",",,,7","6.8",",,,7","18.5",",7","26.7",",,,7","10.4",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-02",,,"0","7","0",",7","12",",7","8",",7","12",",7","4",",7","6",",7","27",",7","16",",7","0",",7","0",",7","-11",",7,05,","11",",,7,11,","4.0",",,7,09,+","0.84",",,7,20,","57",",7,28,","5328","7","1252",",7","2.57",",,,7","12.1",",,,7","20.3",",7","28.1",",,,7","12.4",",,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-03",,,"0","7","0","1,7","4",",7","2",",7","6",",7","1",",7","0","1,7","30","1,7","3","1,7","0","1,7","0","1,7","14","1,7,08,","4",",,7,07,+","3.6",",,7,06,","0.38",",,7,27,","56","1,7,19,","6300","7","972","1,7","0.84",",,,7","4.3",",,,7","32.6","1,7","41.6","1,,,7","23.6","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-04",,,"0","7","0","1,7","12",",7","5",",7","6",",7","3",",7","0","1,7","21","1,7","4",",7","1",",7","0",",7","13","1,7,07,","6",",,7,19,","5.0",",,7,19,","0.64",",,7,14,","71",",7,25,","7117","7","817",",7","2.65",",,,7","12.2",",,,7","36.7","1,7","46.6",",,,7","26.8","1,,,7",,,,,,,,
"USC00471416","CHARMANY FARM, WI US","43.05959","-89.48185","318.8","2018-05",,,"92","7","92","1,7","17",",7","13",",7","0",",7","0",",7","0","1,7","0","1,7","0",",7","23",",7","3",",7","35","1,7,12,+","0",",,7,31,+","0.0",",,7,31,+","1.38",",,7,20,","94",",7,28,","7237","7","120",",7","9.89",",,,7","0.0",",,,7","64.2","1,7","75.3",",,,7","53.0","1,,,7",,,,,,,,
